name,mscf,yearmonth,year,month,x,y
Akuku Toru,783197.1468,2018-07,2018,07,6.699427835,4.535780607
Akuku Toru,1006875.031,2018-08,2018,08,6.699427835,4.535780607
Akuku Toru,593130.0319,2018-09,2018,09,6.699427835,4.535780607
Akuku Toru,675468.5372,2018-10,2018,10,6.699427835,4.535780607
Akuku Toru,719490.9404,2018-11,2018,11,6.699427835,4.535780607
Akuku Toru,412216.4768,2018-12,2018,12,6.699427835,4.535780607
Akuku Toru,406436.5871,2019-01,2019,01,6.699427835,4.535780607
Akuku Toru,510323.0093,2019-02,2019,02,6.699427835,4.535780607
Akuku Toru,271228.4475,2019-03,2019,03,6.699427835,4.535780607
Akuku Toru,339471.6575,2019-04,2019,04,6.699427835,4.535780607
Akuku Toru,696242.8885,2019-05,2019,05,6.699427835,4.535780607
Akuku Toru,498595.1402,2019-06,2019,06,6.699427835,4.535780607
Akuku Toru,546339.938,2019-07,2019,07,6.699427835,4.535780607
Akuku Toru,392285.0259,2019-08,2019,08,6.699427835,4.535780607
Akuku Toru,530833.5213,2019-09,2019,09,6.699427835,4.535780607
Akuku Toru,630273.6031,2019-10,2019,10,6.699427835,4.535780607
Akuku Toru,442349.5168,2019-11,2019,11,6.699427835,4.535780607
Akuku Toru,712331.1856,2019-12,2019,12,6.699427835,4.535780607
Akuku Toru,753698.3006,2020-01,2020,01,6.699427835,4.535780607
Akuku Toru,762484.9809,2020-02,2020,02,6.699427835,4.535780607
Akuku Toru,513341.7654,2020-03,2020,03,6.699427835,4.535780607
Akuku Toru,1072991.688,2020-04,2020,04,6.699427835,4.535780607
Akuku Toru,740250.8025,2020-05,2020,05,6.699427835,4.535780607
Akuku Toru,429076.6774,2020-06,2020,06,6.699427835,4.535780607
Akuku Toru,614371.5853,2020-07,2020,07,6.699427835,4.535780607
Akuku Toru,293715.128,2020-08,2020,08,6.699427835,4.535780607
Akuku Toru,118621.2937,2020-09,2020,09,6.699427835,4.535780607
Akuku Toru,485290.153,2020-10,2020,10,6.699427835,4.535780607
Akuku Toru,651723.6532,2020-11,2020,11,6.699427835,4.535780607
Akuku Toru,674774.6785,2020-12,2020,12,6.699427835,4.535780607
Akuku Toru,545658.433,2021-01,2021,01,6.699427835,4.535780607
Akuku Toru,327609.8363,2021-02,2021,02,6.699427835,4.535780607
Akuku Toru,306235.6838,2021-03,2021,03,6.699427835,4.535780607
Akuku Toru,224566.9088,2021-04,2021,04,6.699427835,4.535780607
Akuku Toru,102657.5103,2021-05,2021,05,6.699427835,4.535780607
Akuku Toru,39090.37185,2021-06,2021,06,6.699427835,4.535780607
Akuku Toru,530233.7855,2021-07,2021,07,6.699427835,4.535780607
Akuku Toru,29831.04521,2021-08,2021,08,6.699427835,4.535780607
Akuku Toru,23812.10982,2021-09,2021,09,6.699427835,4.535780607
Akuku Toru,83711.13675,2021-10,2021,10,6.699427835,4.535780607
Akuku Toru,403822.3559,2021-11,2021,11,6.699427835,4.535780607
Akuku Toru,647339.0884,2021-12,2021,12,6.699427835,4.535780607
Akuku Toru,701057.4454,2022-01,2022,01,6.699427835,4.535780607
Akuku Toru,516121.5312,2022-02,2022,02,6.699427835,4.535780607
Akuku Toru,741783.5933,2022-03,2022,03,6.699427835,4.535780607
Akuku Toru,376368.2458,2022-05,2022,05,6.699427835,4.535780607
Akuku Toru,70185.56263,2022-06,2022,06,6.699427835,4.535780607
Akuku Toru,119522.7008,2022-07,2022,07,6.699427835,4.535780607
Akuku Toru,160953.3253,2022-08,2022,08,6.699427835,4.535780607
Akuku Toru,342705.6511,2022-09,2022,09,6.699427835,4.535780607
Akuku Toru,244217.9703,2022-10,2022,10,6.699427835,4.535780607
Akuku Toru,96867.992,2022-11,2022,11,6.699427835,4.535780607
Akuku Toru,274336.8329,2022-12,2022,12,6.699427835,4.535780607
Akuku Toru,410676.7737,2023-01,2023,01,6.699427835,4.535780607
Akuku Toru,463911.4771,2023-02,2023,02,6.699427835,4.535780607
Akuku Toru,126515.9865,2023-03,2023,03,6.699427835,4.535780607
Akuku Toru,157059.2449,2023-04,2023,04,6.699427835,4.535780607
Akuku Toru,223593.4236,2023-05,2023,05,6.699427835,4.535780607
